,actors,Genre 1,Genre 2,Genre 3
0,Govinda | Aishwarya Rai Bachchan | Jackie Shroff | Namrata Shirodkar,Romance,,
288,Amitabh Bachchan | Sharmila Tagore | John Abraham | Sanjay Dutt,Drama,,
289,Shah Rukh Khan | Preity Zinta | Rani Mukerji | Kiron Kher,Drama,Musical,Romance
290,Neha Dhupia | Priyanshu Chatterjee | Yash Tonk | Sanjay Kapoor,Drama,,
291,Abhishek Bachchan | Uday Chopra | John Abraham | Esha Deol,Action,Adventure,Thriller
292,Kareena Kapoor | Fardeen Khan | Shahid Kapoor | Kim Sharma,Adventure,Romance,Thriller
293,Salman Khan | Abhishek Bachchan | Shilpa Shetty | Mita Vasisht,Drama,,
294,Sunny Deol | Yash Pandit | Manjari Phadnis | Carran Kapur,Adventure,Musical,Romance
295,Sunny Deol | Sunil Shetty | Sohail Khan | John Abraham,Action,Drama,Romance
296,Sudesh Berry | Anu Kashyap | Amit Pachori | Jitender,Action,,
297,Laxmikant Berde | Bobby Darling | Amin Gazi | Ayub Khan,Comedy,Drama,
298,Jackie Shroff | Raveena Tandon | Mahima Chaudhry | Gulshan Grover,Musical,Drama,
299,Bipasha Basu | John Abraham | Priyanshu Chatterjee | Prakash Bhardwaj,Musical,Mystery,Drama
300,Anil Kapoor | Sameera Reddy | Aditya Pancholi | Mahesh Manjrekar,Action,Crime,Drama
301,Akshay Kapoor | Tanisha | Yash Tonk | Deepak Tijori,Comedy,Drama,Romance
302,Salman Khan | Shilpa Shetty | Reema Lagoo | Mohnish Bahl,Romance,,
303,Emraan Hashmi | Dia Mirza | Anupam Kher | Sharat Saxena,Musical,Romance,
304,Amitabh Bachchan | Abhishek Bachchan | Kay Kay Menon | Supriya Pathak,Action,Crime,Drama
305,Audhitya Singh | Sheetal Bavishi | Om Puri | Ashish Vidyarthi,Action,Thriller,
306,Akshay Kumar | Varsha Usgaonkar | Navin Nischol | Reema Lagoo,Action,Crime,Fantasy
307,Rekha | Hrithik Roshan | Priyanka Chopra | Sharat Saxena,Action,Adventure,Romance
308,Antara Mali | Abhishek Bachchan | Ritesh Deshmukh | Priya Badlani,Musical,Drama,
309,Sunil Shetty | Masumeh Makhija | Mahesh Manjrekar | Johnny Lever,Comedy,,
310,Anupam Kher | Aftab Shivdasani | Shriya Saran | Indraneel,Musical,Drama,Family
311,Vatsal Seth | Ayesha Takia | Ajay Devgn | Farida Jalal,Musical,Action,Drama
312,Sunny Deol | Thomas Tevana | Gary Castro Churchwell | Kamaal Khan,Action,,
313,Amitabh Bachchan | Akshay Kumar | Bhoomika Chawla | Aryeman Ramsay,Action,Crime,Drama
314,Akshaye Khanna | Kareena Kapoor | Sunil Shetty | Paresh Rawal,Action,Comedy,Drama
315,Shilpa Shetty | Juhi Chawla | Rajiv Singh | Shawar Ali,Thriller,,
316,Saif Ali Khan | Vidya Balan | Sanjay Dutt | Dia Mirza,Drama,Musical,Romance
317,Shomendra Bose | Aashish Chaudhary | Roshni Chopra | Arzoo Govitrikar,Comedy,,
318,Akshay Kumar | Ajay Devgn | Tusshar Kapoor | Esha Deol,Drama,War,
319,Arshad Warsi | Aashish Chaudhary | Yash Tonk | Udita Goswami,Action,Comedy,Crime
320,Tabu | Bhoomika Chawla | Riya Sen | Celina Jaitly,Drama,,
321,Aamir Khan | Kajol | Rishi Kapoor | Tabu,Drama,Musical,Romance
322,Rishi Kapoor | Dimple Kapadia | Vikas Bhalla | Emma Bunton,Comedy,Drama,Musical
323,Arbaaz Khan | Gracy Singh | Shamita Shetty | Zulfi Sayed,Thriller,,
324,Abhishek Bachchan | Uday Chopra | Hrithik Roshan | Aishwarya Rai Bachchan,Action,Thriller,
325,Vinay Anand | Arun Bakshi | Rita Bhaduri | Milind Gunaji,Drama,Thriller,
326,Amitabh Bachchan | Revathy | Karan Sharma | Annabelle Wallis,Romance,,
327,Mallika Sherawat | Rati Agnihotri | Kurush Deboo | Tinnu Anand,Comedy,,
328,Arjun Rampal | Zayed Khan | Ameesha Patel | Alok Nath,Romance,Mystery,Drama
329,Irrfan Khan | Suhel Seth | Himanshu Malik | Shyamoli Varma,Mystery,Romance,Thriller
330,Kareena Kapoor | Shahid Kapoor | Aarti Chhabria | Delnaaz Irani,Drama,Romance,
331,Urmila Matondkar | Anuj Sawhney | Malavikka | Amardeep Jha,Drama,Horror,Mystery
332,Konkona Sen Sharma | Atul Kulkarni | Sandhya Mridul | Tara Sharma,Drama,,
333,Bobby Deol | Bipasha Basu | Priyanka Chopra | Gajendra Chouhan,Romance,,
334,Ajay Devgn | Sunil Shetty | Priyanka Chopra | Dia Mirza,Action,Drama,Thriller
335,Akshay Kumar | Sunil Shetty | Shahid Kapoor | Rimi Sen,Comedy,Romance,
336,Shilpa Shetty | Manoj Bajpayee | Shamita Shetty | Parmeet Sethi,Drama,Thriller,
337,Akshay Kumar | Katrina Kaif | Bipasha Basu | Bhagyashree,Romance,,
338,John Abraham | Priyanka Chopra | Bharat Dabholkar | Vishwajeet Pradhan,Crime,Thriller,
339,Ajay Devgn | Sushmita Sen | Esha Deol | Anupam Kher,Musical,Drama,
340,Ajay Devgn | Bobby Deol | Sanjay Dutt | Sunil Shetty,Action,Drama,War
341,Sanjay Dutt | Ameesha Patel | Jayapradha | Gulshan Grover,Drama,,
342,Bobby Deol | Lara Dutta | Milind Gunaji | Shakti Kapoor,Thriller,,
343,Neha Dhupia | Elidh MacQueen | Niju Mavani | Nares Ngamseera,Drama,Romance,Thriller
344,Chaitanya Bhosle | Sherrin Verghese | Bhumika Puri | Aparna Kumesh,Musical,,
345,Aryan Vaid | Manisha Koirala | Preeti Jhangiani | Sharad S. Kapoor,Romance,,
346,Vinod Pande | Shiney Ahuja | Seema Rahmani,Drama,Romance,
347,Amitabh Bachchan | Rani Mukerji | Abhishek Bachchan | Kiran Juneja,Adventure,Comedy,Crime
348,Urmila Matondkar | Ashmit Patel | Dimple Kapadia | Raj Babbar,Musical,Drama,
349,Akshay Kumar | Bobby Deol | Kareena Kapoor | Lara Dutta,Romance,,
350,Salman Khan | Sneha Ullal | Mithun Chakraborty | Kader Khan,Musical,Drama,Romance
351,Fardeen Khan | Zayed Khan | Sharman Joshi | Esha Deol,Comedy,,
352,Bipasha Basu | Dino Morea | Preeti Jhangiani | Irrfan Khan,Thriller,,
353,Romit Raaj | Anjana Sukhani | Benjamin Gilani | Tanvi Azmi,Comedy,Romance,
354,Hrithik Roshan | Aishwarya Rai Bachchan | Sonu Sood | Poonam Sinha,Action,Adventure,Biography
355,Shah Rukh Khan | Rani Mukerji | Amitabh Bachchan | Preity Zinta,Drama,,
356,Ajay Devgn | Nana Patekar | Bipasha Basu | Ayub Khan,Action,Crime,Drama
357,Rekha | Mallika Sherawat | Paresh Rawal | Satish Shah,Comedy,,
358,Salman Khan | Kareena Kapoor | Rimi Sen | Jackie Shroff,Drama,Romance,
359,Salman Khan | Sushmita Sen | Katrina Kaif | Sohail Khan,Comedy,Drama,Romance
360,Anil Kapoor | Suchitra Krishnamoorthi | Nandana Sen | Rajesh Tandon,Thriller,,
361,Anil Kapoor | Salman Khan | Fardeen Khan | Bipasha Basu,Comedy,Drama,Musical
362,Shah Rukh Khan | Anupam Kher | Rani Mukerji | Amitabh Bachchan,Fantasy,Romance,
363,Abhay Deol | Ayesha Takia | Ayesha Jhulka | Apoorva Jha,Romance,Comedy,
364,Emraan Hashmi | Shamita Shetty | Udita Goswami | Sameer Kochhar,Thriller,,
365,Juhi Chawla | Irrfan Khan | Manoj Pahwa | Nina Kulkarni,Comedy,Drama,
366,Akshay Kumar | John Abraham | Paresh Rawal | Rimi Sen,Comedy,,
367,Naseeruddin Shah | Girish Karnad | Shreyas Talpade | Shweta Prasad,Drama,,
368,Arshad Warsi | Mahima Chaudhry | Parvin Dabas | Sandhya Mridul,Comedy,Romance,
369,Sohail Khan | Sneha Ullal | Inder Kumar | Farida Jalal,Drama,,
370,Sushmita Sen | Mithun Chakraborty | Anuj Sawhney | Ila Arun,Drama,,
371,Sanjay Dutt | Arshad Warsi | Vidya Balan | Boman Irani,Comedy,Drama,Romance
372,Saif Ali Khan | Preity Zinta | Arshad Warsi | Tania Zaetta,Comedy,Drama,Romance
373,Sunil Shetty | Sohail Khan | Zayed Khan | Dino Morea,Action,Comedy,
374,Salman Khan | Akshay Kumar | Preity Zinta | Anupam Kher,Musical,Romance,
375,Tusshar Kapoor | Ritesh Deshmukh | Isha Koppikar | Neha Dhupia,Comedy,Mystery,
376,Antara Mali | Ritesh Deshmukh | Divya Dutta | Aftab Shivdasani,Comedy,,
377,Meera | Ashmit Patel | Koel Purie | Neena Gupta,Thriller,,
378,Amitabh Bachchan | Arjun Rampal | Perizaad Zorabian | Rucha Vaidya,Action,Adventure,Crime
379,Vivek Oberoi | Mahima Chaudhry | Ayesha Takia | Boman Irani,Comedy,Romance,
380,Konkona Sen Sharma | Ranvir Shorey | Koel Purie | Saurabh Shukla,Comedy,Drama,
381,Seema Biswas | Vikram Singh | Bhumika | Govind Namdeo,Action,Crime,Drama
382,Ashutosh Rana | Sujeet Chaubey | Divya Desai | Jasvvant Khera,Drama,,
383,Akshaye Khanna | Darshan Jariwala | Shefali Shetty | Bhoomika Chawla,Biography,Drama,History
384,Divya Dutta | Arif Zakaria | Rajpal Yadav | Somed Agarwal,Drama,,
385,Raqesh Vashisth | Dia Mirza | Aryan Vaid | Mandira Bedi,Thriller,,
386,Amitabh Bachchan | Saif Ali Khan | Sanjay Dutt | Vidya Balan,Action,Drama,Thriller
387,Fardeen Khan | Koena Mitra | Kay Kay Menon | Rakhi Sawant,Comedy,Crime,Thriller
388,Shiney Ahuja | Murad Ali | Ahmed Chaudhary | Gopi Desai,Drama,Mystery,Thriller
389,Fardeen Khan | Vivek Oberoi | Esha Deol | Amrita Rao,Comedy,Drama,Romance
390,Shah Rukh Khan | Priyanka Chopra | Arjun Rampal | Isha Koppikar,Action,Crime,Thriller
391,Ashutosh Rana | Saadhika | Sharat Saxena | Rocky Verma,Crime,,
392,Kareena Kapoor | Shahid Kapoor | Paresh Rawal | Neha Dhupia,Comedy,Drama,Romance
393,Hemant Birje | Mithun Chakraborty | Jack Gaud | Brij Gopal,Action,,
394,Samir Aftab | Talat Aziz | Tamannaah Bhatia | Kurush Deboo,Romance,,
395,Aarti Chhabria | Jackie Shroff | Mahesh Anand | Rana Jung Bahadur,Comedy,Family,Romance
396,Anupam Kher | Boman Irani | Parvin Dabas | Tara Sharma,Comedy,Crime,Drama
397,Nassar Abdulla | Ravi Baswani | Rakesh Bedi | Mahima Chaudhry,Drama,Thriller,
398,Sanjay Chauhan | Neha Dhupia | Sachin Khedekar | Preeti Puri,Drama,Thriller,
399,Lucky Ali | Meera | Mukesh Tiwari | Nandini,Drama,,
400,Salman Khan | Saloni Aswani | Kapil Jhaveri | Prem Chopra,Romance,,
401,Konkona Sen Sharma | Irrfan Khan | Ayesha Takia | Jimmy Shergill,Drama,,
402,Uday Chopra | Tanisha | Abhishek Bachchan | Richa Pallod,Comedy,Musical,Romance
403,Ishrat Ali | Abhay Bhargav | Snehal Dabi | Divya Dutta,Comedy,Crime,Drama
404,Amitabh Bachchan | Mohanlal | Ajay Devgn | Vinod Jaywant,Action,Adventure,Comedy
405,Imran Khan | Genelia D'Souza | Manjari Phadnis | Ayaz Khan,Comedy,Drama,Romance
406,Jimmy Shergill | Minissha Lamba | Yashpal Sharma | Mukesh Tiwari,Romance,,
407,Ajay Devgn | Shahid Kapoor | Bipasha Basu | Amrita Rao,Drama,Musical,Romance
408,Shahid Kapoor | Amrita Rao | Sanjay Dutt | Arshad Warsi,Comedy,Family,Musical
409,Abhishek Bachchan | Priyanka Chopra | Ritesh Deshmukh | Nana Patekar,Comedy,Romance,Thriller
410,Amitabh Bachchan | Salman Khan | Priyanka Chopra | Anupam Kher,Comedy,Drama,Romance
411,Rajat Bedi | Till Dilumière | Udita Goswami | Hendrik Greis,Drama,Romance,
412,Sunny Deol | Priyanka Chopra | Vikas Anand | Manoj Bhatia,Action,Crime,
413,Paresh Rawal | Om Puri | Ritesh Deshmukh | Reema Sen,Comedy,Drama,Romance
414,Saif Ali Khan | Bipasha Basu | Neha Dhupia | Sanjay Dutt,Comedy,Thriller,
415,Madhavan | Samita Bangargi | Satish Shah | Akhilendra Mishra,Comedy,Drama,Family
416,Nana Patekar | John Abraham | Sonali Kulkarni | Sameera Reddy,Comedy,Drama,Thriller
417,Rakesh Bedi | Bobby Darling | Avtar Gill | Gulshan Grover,Comedy,Romance,
418,Akshaye Khanna | Kareena Kapoor | Shahid Kapoor | Paresh Rawal,Comedy,Mystery,Thriller
419,Tanushree Dutta | Preeti Ganguli | Emraan Hashmi | Ashwini Khalsekar,Drama,Romance,Thriller
420,Sandeep Bedi | Mithun Chakraborty | Roshini Jaffery | Raushani Jaffrey,Action,Crime,
421,Arshad Warsi | Pankaj Kapur | Mahima Chaudhry | Sushant Singh,Action,Crime,Drama
422,Dia Mirza | Sadashiv Amrapurkar | Rita Bhaduri | Birbal,Drama,,
423,Yunus Parvez | Mahesh Raj | Ghanshyam Rohera | Rakesh,Horror,,
424,Rahul Bose | Mallika Sherawat | Ranvir Shorey | Sharat Saxena,Comedy,Drama,Romance
425,Makrand Deshpande | Kishori Godbole | Raza Murad | Mahavir Shah,Crime,,
426,Vinay Apte | Ashok Beniwal | Chaitanya Chaudhary | Rahul Dev,Crime,,
427,Benjamin Gilani | Natalya Gudkova | Iqbal Khan | Asseem Merchant,Action,Drama,
428,Ishrat Ali | Liyaqat Bari | Mithun Chakraborty | Charulatha,Action,,
429,Priyanka Chopra | Neha Dhupia | Dolly | Supriya Karnik,Mystery,,
430,Salman Khan | Priyanka Chopra | Anil Kapoor | Juhi Chawla,Comedy,Drama,Musical
431,Emraan Hashmi | Celina Jaitly | Hrishitaa Bhatt | Mahesh Manjrekar,Romance,,
432,Naseeruddin Shah | Rajpal Yadav | Rituparna Sengupta | Kay Kay Menon,Comedy,Drama,Romance
433,Aishwarya Rai Bachchan | Shabana Azmi | Sunil Shetty | Abhishek Bachchan,Drama,Romance,
434,Sherlyn Chopra | Tanaaz Currim Irani | Adi Irani | Monica Patel,Romance,,
435,Salman Khan | Om Puri | Ajay Devgn | Dilyana Bouklieva,Musical,,
436,Mukesh Ahuja | Ishrat Ali | Aliza | Neha Bam,Drama,Thriller,
437,Jatin Grewal | Navneet Kaur | Kiran Kumar | Payal Rohatgi,Thriller,,
438,Arun Mathur | Anil Nagrath | Amit Pachori | Sapna,Horror,,
439,Farid Amiri | Mridula Baruah | Pankaj Berry | Camila Bordonaba,Romance,,
440,Bipasha Basu | Kay Kay Menon | Raj Babbar | Rajat Kapoor,Drama,,
441,Ajay Devgn | Kareena Kapoor | Saif Ali Khan | Konkona Sen Sharma,Action,Crime,Drama
442,Akshay Kumar | Nana Patekar | Anil Kapoor | Mallika Sherawat,Comedy,Crime,Drama
443,Archi | Rajesh Jolly | Mukesh Khanna | Sushmita Mukherjee,Animation,,
444,Aftab Shivdasani | Anita Hassandani | Dipannita Sharma | Himanshu Malik,Comedy,Drama,Romance
445,Sanjay Dutt | John Abraham | Lara Dutta | Celina Jaitly,Action,Adventure,Drama
446,Isaiah | Malavikka | Kanksha | Marlon Rodrigues,Drama,Horror,Mystery
447,Ayesha Jhulka | Negar Khan | Sahil Khan,Comedy,,
448,Tusshar Kapoor | Emraan Hashmi | Isha Sharvani | Tanushree Dutta,Comedy,Musical,Romance
449,Akshaye Khanna | Ayesha Takia | Mallika Sherawat | Sunil Shetty,Comedy,Musical,Romance
450,Harman Baweja | Priyanka Chopra | Boman Irani | Archana Puran Singh,Action,Adventure,Drama
451,Amitabh Bachchan | Abhishek Bachchan | Aishwarya Rai Bachchan | Ravi Kale,Action,Crime,Drama
452,Prithvi | Satnam Kaur | Durgesh Nandni | Kiran Kumar,Action,,
453,Rajat Bedi | Sudesh Berry | Abhay Bhargav | Ishwar,Action,,
454,Rahul Roy | Himani Shivpuri | Prithvi Zutshi,Romance,,
455,Anamika Goel | Sonika Kapoor | Mangala Kenkre | Faraha Khan,Comedy,,
456,Mukesh Bhatt | Shama Deshpande | Sanjay Gandhi | Vijay Gupta,Drama,,
457,Shahid Kapoor | Ayesha Takia | Vivek Oberoi | Sunny Deol,Action,Comedy,Romance
458,Bobby Darling | Ritesh Deshmukh | Avtar Gill | Vrajesh Hirjee,Comedy,Musical,Romance
459,Shahid Kapoor | Amrita Rao | Anupam Kher | Alok Nath,Drama,Family,Musical
460,Aftab Shivdasani | Ameesha Patel | Esha Deol | Amin Hajee,Drama,Romance,Thriller
461,Kangana Ranaut | Shiney Ahuja | Emraan Hashmi | Gulshan Grover,Crime,Drama,Mystery
462,Ajay Devgn | Arshad Warsi | Sharman Joshi | Tusshar Kapoor,Comedy,,
463,Kay Kay Menon | Sonali Kulkarni | Aditya Srivastava | Vijay Raj,Drama,,
464,Ali Asghar | Raj Babbar | Suresh Chatwal | Avtar Gill,Comedy,,
465,Kunal Khemu | Deepal Shaw | Smiley Suri | Atul Parchure,Action,Crime,Drama
466,Mithun Chakraborty | Abhishek Bachchan | Aishwarya Rai Bachchan | Madhavan,Biography,Drama,Musical
467,Ranbir Kapoor | Sonam Kapoor | Salman Khan | Rani Mukerji,Drama,Musical,Romance
468,John Abraham | Arshad Warsi | Salman Shahid | Hanif Hum Ghum,Action,Comedy,Drama
469,Sunny Deol | Ameesha Patel | Neha Dhupia | Mukesh Rishi,Action,Thriller,
470,Akshay Kumar | Katrina Kaif | Rishi Kapoor | Clive Standen,Comedy,Drama,Romance
471,Dharmendra | Irrfan Khan | Konkona Sen Sharma | Kay Kay Menon,Comedy,Drama,Romance
472,Sanjay Dutt | Arshad Warsi | Minissha Lamba | Anusha Dhandekar,Comedy,Thriller,
473,Akshay Kumar | Govinda | Paresh Rawal | Lara Dutta,Comedy,Mystery,Romance
474,Akshay Kumar | Vidya Balan | Fardeen Khan | Ritesh Deshmukh,Comedy,Drama,
475,Salman Khan | Govinda | Lara Dutta | Katrina Kaif,Comedy,Romance,
476,Ranvir Shorey | Dia Mirza | Abhay Deol | Minissha Lamba,Comedy,Drama,Romance
477,Akshaye Khanna | Priyanka Chopra | Ameesha Patel | Dino Morea,Romance,,
478,Sanjay Dutt | Amitabh Bachchan | Arbaaz Khan | Sunil Shetty,Action,Crime,Drama
479,Dev Anand | Prem Chopra | Milind Gunaji | A.K. Hangal,Comedy,,
480,Sunny Deol | Vivek Oberoi | Sameera Reddy | Jackie Shroff,Action,Adventure,
481,Dharmendra | Sunny Deol | Bobby Deol | Shilpa Shetty,Drama,Sport,
482,Emraan Hashmi | Ashmit Patel | Geeta Basra | Mithun Chakraborty,Drama,Romance,Thriller
483,Suman Ranganathan | Milind Gunaji | Deepak Jethi | Kashmira Shah,Thriller,,
484,Zayed Khan | Isha Sharvani | Minissha Lamba | Rajat Bedi,Action,Drama,Romance
485,Urmila Matondkar | Sanjay Suri | Zayed Khan | Aftab Shivdasani,Action,Drama,Romance
486,Kunal Khemu | Neetu Chandra | Upendra Limaye | Ranvir Shorey,Drama,,
487,Sushmita Sen | Shiney Ahuja | Julian Burkhardt | Ravi Gossain,Drama,Romance,
488,Arbaaz Khan | Mandira Bedi | Sudhanshu Pandey | Jimmy Shergill,Adventure,Crime,Drama
489,Ayesha Takia | Shreyas Talpade | Gul Panag | Girish Karnad,Drama,,
490,Amitabh Bachchan | Jiah Khan | Revathy | Nasser,Drama,,
491,Ravi Kishan | Rajeev Awasthi | Chittaranjan Giri | Arun Kumar,Comedy,,
492,Meghna Desai | Siddharth Dhawan | Dinesh Hingoo | Shakti Kapoor,Drama,,
493,Mohit Ahlawat | Priyanka Kothari | Vinod Jaywant | Nagesh Bhonsle,Action,Crime,Drama
494,Abhay Deol | Soha Ali Khan | Shayan Munshi | Murad Ali,Drama,Romance,
495,Rocky Bhatia | Dia Mirza | Tejaswini Kolhapure | Gauri Karnik,Comedy,Romance,
496,Abhishek Bachchan | Preity Zinta | Bobby Deol | Lara Dutta,Comedy,Drama,Musical
497,Irrfan Khan | Emraan Hashmi | Priyanka Kothari | Bharati Achrekar,Action,Comedy,Crime
498,Aditya Bal | Meghna Naidu | Vidya Malvade,Romance,Thriller,
499,Mahima Chaudhry | Padmini Kolhapure | Shakti Kapoor | Gulshan Grover,Thriller,,
500,Saif Ali Khan | Rani Mukerji | Mayank Amin | Vic Aviles,Comedy,Family,Romance
501,Kangana Ranaut | Shiney Ahuja | Shaad Randhawa | Purab Kohli,Biography,Drama,Romance
502,Mischa Barton | Martin Sheen | Kal Penn | Rajpal Yadav,Drama,History,
503,Sanjay Dutt | Ritesh Deshmukh | Arshad Warsi | Aashish Chaudhary,Comedy,,
504,Nikhil Dwivedi | Amrita Rao | Mithun Chakraborty | Anupam Kher,Action,Comedy,Crime
505,Dwij Yadav | Bobby Deol | Sharat Saxena | Vivek Shaq,Comedy,Drama,Family
506,Sameer Dharmadhikari | Sandali Sinha | Sayaji Shinde | Govind Namdeo,Thriller,,
507,Vinod Khanna | Randeep Hooda | Tanushree Dutta | Madhuri Bhagwat,Action,Drama,Thriller
508,Shweta Bhardwaj | Mimoh Chakraborty | Prem Chopra | Sudhir S. Dayma,Action,Comedy,Crime
509,Rajesh Khanna | Mohnish Bahl | Ashima Bhalla | Asawari Joshi,Thriller,,
510,Arjun Rampal | Vipasha Agarwal | Chunky Pandey | Boman Irani,Comedy,Drama,Romance
511,Menekka Arora | Sarthak Bhasin | Sagar Chawla | Hazel Croney,Drama,Romance,
512,Ajay Devgn | Sunil Shetty | Zayed Khan | Ritesh Deshmukh,Action,Drama,Thriller
513,Manisha Koirala | Sanjay Kapoor | Helen | Daisy Irani,Horror,,
514,Tusshar Kapoor | Udita Goswami | Shreyas Talpade | Sophiya Chaudhary,Romance,Thriller,
515,David Carradine | Rip Torn | Bruce Dern | Mariel Hemingway,Comedy,Romance,
516,Dino Morea | Minissha Lamba | Koena Mitra | Gulshan Grover,Drama,Romance,Thriller
517,Sunny Deol | Ammtoje Mann | Sudesh Berry | Sana,Action,,
518,Farhan Akhtar | Konkona Sen Sharma | Rishi Kapoor | Dimple Kapadia,Drama,,
519,Tusshar Kapoor | Ayesha Takia | Karan Hukka | Rahul Singh,Comedy,Drama,Romance
520,Ajay Devgn | Vidya Balan | Pankaj Kapur | Darshan Jariwala,Action,Crime,Drama
521,Ava Mukherjee | Zain Khan | Simran Singh | Amrita Raichand,Crime,Drama,Family
522,Aftab Shivdasani | Celina Jaitly | Amrita Arora | Amin Hajee,Drama,Romance,Thriller
523,Rahul Khanna | Sharman Joshi | Tanushree Dutta | Jimmy Shergill,Crime,Drama,Mystery
524,Abhay Deol | Gul Panag | Raima Sen | Sarika,Crime,Drama,Mystery
525,Shawar Ali | Jaipreet Nagra | Raima Sen | Dipannita Sharma,Crime,,
526,Mithun Chakraborty | Puru Rajkumar | Rutika Singh | Gajendra Chouhan,Action,Crime,Musical
527,Priyanka Chopra | Kangana Ranaut | Mugdha Godse | Arbaaz Khan,Drama,Romance,
528,Amitabh Bachchan | Tabu | Paresh Rawal | Zohra Segal,Comedy,Romance,
529,Nana Patekar | Danny Denzongpa | Paresh Rawal | Kunal Kapoor,Comedy,Drama,Romance
530,Mohan Azaad | Anupam Kher | Atul Kulkarni | Manasi,Drama,Horror,Thriller
531,Abhishek Bachchan | Rani Mukerji | Konkona Sen Sharma | Jaya Bhaduri,Drama,,
532,Madhuri Dixit | Darshan Jariwala | Raghuvir Yadav | Divya Dutta,Drama,Musical,
533,Darsheel Safary | Aamir Khan | Tanay Chheda | Sachet Engineer,Drama,Family,
534,Jimmy Shergill | Sanjay Suri | Hazel Croney | Kaveri Jha,Drama,Horror,Romance
535,Jimmy Shergill | Neha Dhupia | Kamini Khanna | Madhavan,Drama,Romance,
536,Abhay Bhargav | Milind Gunaji | Dinesh Hingoo | Mushtaq Khan,Horror,,
537,Amitabh Bachchan | Juhi Chawla | Satish Shah | Rajpal Yadav,Comedy,Drama,Fantasy
538,Akshay Kumar | Vidya Balan | Ameesha Patel | Shiney Ahuja,Comedy,Horror,Mystery
539,Sharman Joshi | Tusshar Kapoor | Kunal Khemu | Rajpal Yadav,Comedy,,
540,Abhay Deol | Neha Dhupia | Amit Mistry | Ashok Samarth,Adventure,Comedy,Crime
541,John Abraham | Ayesha Takia | Paresh Rawal | Ranvir Shorey,Drama,Thriller,
542,Akshay Kumar | Saif Ali Khan | Kareena Kapoor | Anil Kapoor,Action,Comedy,Crime
543,Shiney Ahuja | Soha Ali Khan | Rajat Kapoor | Vinay Pathak,Drama,Romance,
544,Emraan Hashmi | Geeta Basra | Rajat Bedi | Anant Mahadevan,Thriller,,
545,Himesh Reshammiya | Hansika Motwani | Mallika Sherawat | Shravan Rathod,Drama,Romance,Thriller
546,Vinay Pathak | Rajat Kapoor | Sarika | Milind Soman,Comedy,Drama,
547,Parvin Dabas | Benjamin Gilani | Sahil Khan | Sheetal Kshirsagar,Action,Crime,Drama
548,Anand Abhyankar | Parimal Aloke | Chandan Anand | Bobby Bedi,Comedy,Drama,Family
549,Saif Ali Khan | Akshaye Khanna | Bipasha Basu | Katrina Kaif,Action,Crime,Drama
550,Salil Acharya | Emraan Hashmi | J. Brandon Hill | Rehan Khan,Action,Crime,Drama
551,Bobby Deol | Akshaye Khanna | Urvashi Sharma | Vikas Kalantri,Crime,Drama,Romance
552,Aftab Shivdasani | Ayesha Takia | Ritesh Deshmukh | Rimi Sen,Comedy,Drama,Romance
553,Anupam Kher | Mahesh Manjrekar | Mandira Bedi | Eijaz Khan,Comedy,Drama,Romance
554,Shah Rukh Khan | Arjun Rampal | Kiron Kher | Shreyas Talpade,Action,Comedy,Drama
555,Hrithik Roshan | Amitabh Bachchan | Priyanka Chopra | Naseeruddin Shah,Action,Sci-Fi,
556,Sanjay Dutt | Imran Khan | Minissha Lamba | Vidya Malvade,Crime,Drama,Thriller
557,Ajay Devgn | Ayesha Takia | Arshad Warsi | Irrfan Khan,Action,Comedy,Romance
558,Ajay Devgn | Kajol | Sumeet Raghvan | Divya Dutta,Comedy,Drama,Romance
559,Waheeda Rehman | Abhishek Bachchan | Sonam Kapoor | Rishi Kapoor,Comedy,Drama,
560,Sikander Kher | Neha Uberoi | Arbaaz Khan | Gulshan Grover,Drama,Mystery,Thriller
561,Sherlyn Chopra | Udayyan Raathore | Zahid Ali | Amrita,Crime,Drama,Thriller
562,Saif Ali Khan | Kareena Kapoor | Javed Jaffrey | Vrajesh Hirjee,Animation,Comedy,Family
563,Armaan Shahabi | Gracy Singh,Drama,Musical,
564,Jayshree Arora | Veer Arya | Abhishek Bachchan | Jaya Bhaduri,Action,Adventure,Drama
565,Arun Bakshi | Ahsaas Channa | Kiran Janjani | Mushtaq Khan,Animation,,
566,Dharmendra | Rimi Sen | Ashwini Khalsekar | Neil Nitin Mukesh,Crime,Drama,Thriller
567,Jimmy Shergill | Rajpal Yadav | Shakti Kapoor | Ann Marie Seall,Comedy,Drama,
568,Mona Ambegaonkar | Jitender Bhargava | Birbal | Heenaa Biswas,Comedy,,
569,Sunil Pal | Raju Srivastava | Vijay Raaz | Ehsaan Qureshi,Comedy,,
570,Salman Khan | Ayesha Takia | Vinod Khanna | Mahesh Manjrekar,Action,Comedy,Crime
571,Bharati Achrekar | Amrita Arora | Sharman Joshi | Katrina Kaif,Drama,Romance,
572,Muzammil Ibrahim | Tulip Joshi | Aushima Sawhney | Bharat Dabholkar,Action,Drama,Romance
573,Akshay Kumar | Deepika Padukone | Mithun Chakraborty | Ranvir Shorey,Action,Adventure,Comedy
574,Amrita Arora | Leigh Barwell | Robin Bhatt | Ajay Devgn,Comedy,Crime,Drama
